date,year,month,day,doy,alb
2011-01-01,2011,1,1,1,nan
2011-01-02,2011,1,2,2,nan
2011-01-03,2011,1,3,3,nan
2011-01-04,2011,1,4,4,nan
2011-01-05,2011,1,5,5,nan
2011-01-06,2011,1,6,6,nan
2011-01-07,2011,1,7,7,nan
2011-01-08,2011,1,8,8,nan
2011-01-09,2011,1,9,9,nan
2011-01-10,2011,1,10,10,nan
2011-01-11,2011,1,11,11,nan
2011-01-12,2011,1,12,12,0.840
2011-01-13,2011,1,13,13,nan
2011-01-14,2011,1,14,14,nan
2011-01-15,2011,1,15,15,nan
2011-01-16,2011,1,16,16,nan
2011-01-17,2011,1,17,17,nan
2011-01-18,2011,1,18,18,nan
2011-01-19,2011,1,19,19,nan
2011-01-20,2011,1,20,20,nan
2011-01-21,2011,1,21,21,nan
2011-01-22,2011,1,22,22,nan
2011-01-23,2011,1,23,23,nan
2011-01-24,2011,1,24,24,0.899
2011-01-25,2011,1,25,25,0.891
2011-01-26,2011,1,26,26,0.856
2011-01-27,2011,1,27,27,0.852
2011-01-28,2011,1,28,28,0.927
2011-01-29,2011,1,29,29,nan
2011-01-30,2011,1,30,30,nan
2011-01-31,2011,1,31,31,nan
2011-02-01,2011,2,1,32,nan
2011-02-02,2011,2,2,33,nan
2011-02-03,2011,2,3,34,nan
2011-02-04,2011,2,4,35,nan
2011-02-05,2011,2,5,36,nan
2011-02-06,2011,2,6,37,nan
2011-02-07,2011,2,7,38,nan
2011-02-08,2011,2,8,39,nan
2011-02-09,2011,2,9,40,0.878
2011-02-10,2011,2,10,41,0.881
2011-02-11,2011,2,11,42,0.896
2011-02-12,2011,2,12,43,0.883
2011-02-13,2011,2,13,44,0.909
2011-02-14,2011,2,14,45,0.880
2011-02-15,2011,2,15,46,0.883
2011-02-16,2011,2,16,47,0.884
2011-02-17,2011,2,17,48,0.913
2011-02-18,2011,2,18,49,0.882
2011-02-19,2011,2,19,50,0.878
2011-02-20,2011,2,20,51,nan
2011-02-21,2011,2,21,52,nan
2011-02-22,2011,2,22,53,nan
2011-02-23,2011,2,23,54,nan
2011-02-24,2011,2,24,55,nan
2011-02-25,2011,2,25,56,nan
2011-02-26,2011,2,26,57,nan
2011-02-27,2011,2,27,58,0.868
2011-02-28,2011,2,28,59,0.945
2011-03-01,2011,3,1,60,nan
2011-03-02,2011,3,2,61,0.874
2011-03-03,2011,3,3,62,0.902
2011-03-04,2011,3,4,63,0.897
2011-03-05,2011,3,5,64,0.887
2011-03-06,2011,3,6,65,0.939
2011-03-07,2011,3,7,66,0.905
2011-03-08,2011,3,8,67,0.929
2011-03-09,2011,3,9,68,nan
2011-03-10,2011,3,10,69,nan
2011-03-11,2011,3,11,70,nan
2011-03-12,2011,3,12,71,0.945
2011-03-13,2011,3,13,72,0.897
2011-03-14,2011,3,14,73,0.812
2011-03-15,2011,3,15,74,0.900
2011-03-16,2011,3,16,75,nan
2011-03-17,2011,3,17,76,nan
2011-03-18,2011,3,18,77,nan
2011-03-19,2011,3,19,78,0.883
2011-03-20,2011,3,20,79,0.989
2011-03-21,2011,3,21,80,0.900
2011-03-22,2011,3,22,81,0.972
2011-03-23,2011,3,23,82,0.945
2011-03-24,2011,3,24,83,0.922
2011-03-25,2011,3,25,84,0.875
2011-03-26,2011,3,26,85,0.898
2011-03-27,2011,3,27,86,0.926
2011-03-28,2011,3,28,87,nan
2011-03-29,2011,3,29,88,nan
2011-03-30,2011,3,30,89,0.859
2011-03-31,2011,3,31,90,0.886
2011-04-01,2011,4,1,91,0.998
2011-04-02,2011,4,2,92,nan
2011-04-03,2011,4,3,93,0.959
2011-04-04,2011,4,4,94,0.918
2011-04-05,2011,4,5,95,0.880
2011-04-06,2011,4,6,96,nan
2011-04-07,2011,4,7,97,0.874
2011-04-08,2011,4,8,98,0.911
2011-04-09,2011,4,9,99,0.875
2011-04-10,2011,4,10,100,0.852
2011-04-11,2011,4,11,101,0.952
2011-04-12,2011,4,12,102,0.982
2011-04-13,2011,4,13,103,0.917
2011-04-14,2011,4,14,104,nan
2011-04-15,2011,4,15,105,0.946
2011-04-16,2011,4,16,106,0.925
2011-04-17,2011,4,17,107,0.880
2011-04-18,2011,4,18,108,0.914
2011-04-19,2011,4,19,109,0.890
2011-04-20,2011,4,20,110,0.896
2011-04-21,2011,4,21,111,0.891
2011-04-22,2011,4,22,112,nan
2011-04-23,2011,4,23,113,nan
2011-04-24,2011,4,24,114,nan
2011-04-25,2011,4,25,115,nan
2011-04-26,2011,4,26,116,nan
2011-04-27,2011,4,27,117,nan
2011-04-28,2011,4,28,118,nan
2011-04-29,2011,4,29,119,nan
2011-04-30,2011,4,30,120,nan
2011-05-01,2011,5,1,121,nan
2011-05-02,2011,5,2,122,nan
2011-05-03,2011,5,3,123,nan
2011-05-04,2011,5,4,124,nan
2011-05-05,2011,5,5,125,nan
2011-05-06,2011,5,6,126,nan
2011-05-07,2011,5,7,127,nan
2011-05-08,2011,5,8,128,nan
2011-05-09,2011,5,9,129,nan
2011-05-10,2011,5,10,130,nan
2011-05-11,2011,5,11,131,nan
2011-05-12,2011,5,12,132,nan
2011-05-13,2011,5,13,133,nan
2011-05-14,2011,5,14,134,nan
2011-05-15,2011,5,15,135,nan
2011-05-16,2011,5,16,136,nan
2011-05-17,2011,5,17,137,nan
2011-05-18,2011,5,18,138,nan
2011-05-19,2011,5,19,139,nan
2011-05-20,2011,5,20,140,nan
2011-05-21,2011,5,21,141,nan
2011-05-22,2011,5,22,142,nan
2011-05-23,2011,5,23,143,nan
2011-05-24,2011,5,24,144,nan
2011-05-25,2011,5,25,145,nan
2011-05-26,2011,5,26,146,nan
2011-05-27,2011,5,27,147,nan
2011-05-28,2011,5,28,148,nan
2011-05-29,2011,5,29,149,nan
2011-05-30,2011,5,30,150,nan
2011-05-31,2011,5,31,151,0.885
2011-06-01,2011,6,1,152,0.904
2011-06-02,2011,6,2,153,0.843
2011-06-03,2011,6,3,154,0.849
2011-06-04,2011,6,4,155,0.879
2011-06-05,2011,6,5,156,0.919
2011-06-06,2011,6,6,157,0.901
2011-06-07,2011,6,7,158,0.865
2011-06-08,2011,6,8,159,0.928
2011-06-09,2011,6,9,160,0.893
2011-06-10,2011,6,10,161,0.867
2011-06-11,2011,6,11,162,0.875
2011-06-12,2011,6,12,163,0.909
2011-06-13,2011,6,13,164,0.932
2011-06-14,2011,6,14,165,0.867
2011-06-15,2011,6,15,166,0.844
2011-06-16,2011,6,16,167,0.830
2011-06-17,2011,6,17,168,nan
2011-06-18,2011,6,18,169,0.927
2011-06-19,2011,6,19,170,0.865
2011-06-20,2011,6,20,171,0.866
2011-06-21,2011,6,21,172,0.893
2011-06-22,2011,6,22,173,0.876
2011-06-23,2011,6,23,174,0.821
2011-06-24,2011,6,24,175,0.890
2011-06-25,2011,6,25,176,0.854
2011-06-26,2011,6,26,177,0.910
2011-06-27,2011,6,27,178,0.929
2011-06-28,2011,6,28,179,0.921
2011-06-29,2011,6,29,180,0.901
2011-06-30,2011,6,30,181,0.866
2011-07-01,2011,7,1,182,0.875
2011-07-02,2011,7,2,183,0.867
2011-07-03,2011,7,3,184,0.871
2011-07-04,2011,7,4,185,0.912
2011-07-05,2011,7,5,186,0.918
2011-07-06,2011,7,6,187,0.859
2011-07-07,2011,7,7,188,0.893
2011-07-08,2011,7,8,189,0.918
2011-07-09,2011,7,9,190,0.899
2011-07-10,2011,7,10,191,0.864
2011-07-11,2011,7,11,192,0.933
2011-07-12,2011,7,12,193,0.910
2011-07-13,2011,7,13,194,0.908
2011-07-14,2011,7,14,195,0.877
2011-07-15,2011,7,15,196,0.891
2011-07-16,2011,7,16,197,0.886
2011-07-17,2011,7,17,198,nan
2011-07-18,2011,7,18,199,0.896
2011-07-19,2011,7,19,200,0.911
2011-07-20,2011,7,20,201,0.854
2011-07-21,2011,7,21,202,0.915
2011-07-22,2011,7,22,203,0.919
2011-07-23,2011,7,23,204,0.923
2011-07-24,2011,7,24,205,0.933
2011-07-25,2011,7,25,206,0.927
2011-07-26,2011,7,26,207,0.899
2011-07-27,2011,7,27,208,nan
2011-07-28,2011,7,28,209,0.903
2011-07-29,2011,7,29,210,0.897
2011-07-30,2011,7,30,211,0.909
2011-07-31,2011,7,31,212,0.890
2011-08-01,2011,8,1,213,0.880
2011-08-02,2011,8,2,214,0.878
2011-08-03,2011,8,3,215,0.879
2011-08-04,2011,8,4,216,0.907
2011-08-05,2011,8,5,217,0.917
2011-08-06,2011,8,6,218,0.928
2011-08-07,2011,8,7,219,0.931
2011-08-08,2011,8,8,220,0.911
2011-08-09,2011,8,9,221,0.907
2011-08-10,2011,8,10,222,0.911
2011-08-11,2011,8,11,223,nan
2011-08-12,2011,8,12,224,0.790
2011-08-13,2011,8,13,225,0.897
2011-08-14,2011,8,14,226,0.889
2011-08-15,2011,8,15,227,0.895
2011-08-16,2011,8,16,228,0.886
2011-08-17,2011,8,17,229,0.905
2011-08-18,2011,8,18,230,0.893
2011-08-19,2011,8,19,231,0.860
2011-08-20,2011,8,20,232,nan
