date,year,month,day,doy,alb
2015-01-01,2015,1,1,1,nan
2015-01-02,2015,1,2,2,nan
2015-01-03,2015,1,3,3,nan
2015-01-04,2015,1,4,4,nan
2015-01-05,2015,1,5,5,nan
2015-01-06,2015,1,6,6,nan
2015-01-07,2015,1,7,7,nan
2015-01-08,2015,1,8,8,nan
2015-01-09,2015,1,9,9,nan
2015-01-10,2015,1,10,10,nan
2015-01-11,2015,1,11,11,nan
2015-01-12,2015,1,12,12,nan
2015-01-13,2015,1,13,13,nan
2015-01-14,2015,1,14,14,nan
2015-01-15,2015,1,15,15,nan
2015-01-16,2015,1,16,16,nan
2015-01-17,2015,1,17,17,nan
2015-01-18,2015,1,18,18,nan
2015-01-19,2015,1,19,19,nan
2015-01-20,2015,1,20,20,nan
2015-01-21,2015,1,21,21,nan
2015-01-22,2015,1,22,22,nan
2015-01-23,2015,1,23,23,nan
2015-01-24,2015,1,24,24,nan
2015-01-25,2015,1,25,25,nan
2015-01-26,2015,1,26,26,nan
2015-01-27,2015,1,27,27,nan
2015-01-28,2015,1,28,28,0.852
2015-01-29,2015,1,29,29,0.942
2015-01-30,2015,1,30,30,nan
2015-01-31,2015,1,31,31,nan
2015-02-01,2015,2,1,32,nan
2015-02-02,2015,2,2,33,nan
2015-02-03,2015,2,3,34,0.926
2015-02-04,2015,2,4,35,0.958
2015-02-05,2015,2,5,36,0.856
2015-02-06,2015,2,6,37,nan
2015-02-07,2015,2,7,38,nan
2015-02-08,2015,2,8,39,0.883
2015-02-09,2015,2,9,40,nan
2015-02-10,2015,2,10,41,nan
2015-02-11,2015,2,11,42,nan
2015-02-12,2015,2,12,43,nan
2015-02-13,2015,2,13,44,nan
2015-02-14,2015,2,14,45,nan
2015-02-15,2015,2,15,46,nan
2015-02-16,2015,2,16,47,nan
2015-02-17,2015,2,17,48,nan
2015-02-18,2015,2,18,49,nan
2015-02-19,2015,2,19,50,nan
2015-02-20,2015,2,20,51,nan
2015-02-21,2015,2,21,52,nan
2015-02-22,2015,2,22,53,nan
2015-02-23,2015,2,23,54,nan
2015-02-24,2015,2,24,55,nan
2015-02-25,2015,2,25,56,0.990
2015-02-26,2015,2,26,57,0.959
2015-02-27,2015,2,27,58,nan
2015-02-28,2015,2,28,59,nan
2015-03-01,2015,3,1,60,nan
2015-03-02,2015,3,2,61,nan
2015-03-03,2015,3,3,62,nan
2015-03-04,2015,3,4,63,nan
2015-03-05,2015,3,5,64,nan
2015-03-06,2015,3,6,65,nan
2015-03-07,2015,3,7,66,nan
2015-03-08,2015,3,8,67,nan
2015-03-09,2015,3,9,68,nan
2015-03-10,2015,3,10,69,nan
2015-03-11,2015,3,11,70,nan
2015-03-12,2015,3,12,71,nan
2015-03-13,2015,3,13,72,nan
2015-03-14,2015,3,14,73,0.935
2015-03-15,2015,3,15,74,0.983
2015-03-16,2015,3,16,75,nan
2015-03-17,2015,3,17,76,nan
2015-03-18,2015,3,18,77,nan
2015-03-19,2015,3,19,78,nan
2015-03-20,2015,3,20,79,nan
2015-03-21,2015,3,21,80,nan
2015-03-22,2015,3,22,81,nan
2015-03-23,2015,3,23,82,nan
2015-03-24,2015,3,24,83,nan
2015-03-25,2015,3,25,84,0.977
2015-03-26,2015,3,26,85,nan
2015-03-27,2015,3,27,86,nan
2015-03-28,2015,3,28,87,nan
2015-03-29,2015,3,29,88,nan
2015-03-30,2015,3,30,89,nan
2015-03-31,2015,3,31,90,nan
2015-04-01,2015,4,1,91,nan
2015-04-02,2015,4,2,92,nan
2015-04-03,2015,4,3,93,nan
2015-04-04,2015,4,4,94,nan
2015-04-05,2015,4,5,95,nan
2015-04-06,2015,4,6,96,0.906
2015-04-07,2015,4,7,97,0.906
2015-04-08,2015,4,8,98,0.910
2015-04-09,2015,4,9,99,0.904
2015-04-10,2015,4,10,100,0.901
2015-04-11,2015,4,11,101,0.919
2015-04-12,2015,4,12,102,0.920
2015-04-13,2015,4,13,103,0.894
2015-04-14,2015,4,14,104,0.894
2015-04-15,2015,4,15,105,0.906
2015-04-16,2015,4,16,106,0.895
2015-04-17,2015,4,17,107,0.900
2015-04-18,2015,4,18,108,0.904
2015-04-19,2015,4,19,109,0.905
2015-04-20,2015,4,20,110,0.897
2015-04-21,2015,4,21,111,0.895
2015-04-22,2015,4,22,112,0.881
2015-04-23,2015,4,23,113,0.886
2015-04-24,2015,4,24,114,0.893
2015-04-25,2015,4,25,115,0.890
2015-04-26,2015,4,26,116,0.929
2015-04-27,2015,4,27,117,0.891
2015-04-28,2015,4,28,118,0.907
2015-04-29,2015,4,29,119,0.891
2015-04-30,2015,4,30,120,0.891
2015-05-01,2015,5,1,121,0.896
2015-05-02,2015,5,2,122,0.894
2015-05-03,2015,5,3,123,0.896
2015-05-04,2015,5,4,124,0.899
2015-05-05,2015,5,5,125,0.895
2015-05-06,2015,5,6,126,0.891
2015-05-07,2015,5,7,127,0.893
2015-05-08,2015,5,8,128,0.941
2015-05-09,2015,5,9,129,0.901
2015-05-10,2015,5,10,130,0.892
2015-05-11,2015,5,11,131,0.879
2015-05-12,2015,5,12,132,0.886
2015-05-13,2015,5,13,133,0.885
2015-05-14,2015,5,14,134,0.919
2015-05-15,2015,5,15,135,0.905
2015-05-16,2015,5,16,136,0.902
2015-05-17,2015,5,17,137,0.890
2015-05-18,2015,5,18,138,0.895
2015-05-19,2015,5,19,139,0.886
2015-05-20,2015,5,20,140,0.891
2015-05-21,2015,5,21,141,0.883
2015-05-22,2015,5,22,142,0.900
2015-05-23,2015,5,23,143,0.894
2015-05-24,2015,5,24,144,0.893
2015-05-25,2015,5,25,145,0.897
2015-05-26,2015,5,26,146,0.889
2015-05-27,2015,5,27,147,0.905
2015-05-28,2015,5,28,148,0.906
2015-05-29,2015,5,29,149,0.900
2015-05-30,2015,5,30,150,0.914
2015-05-31,2015,5,31,151,0.886
2015-06-01,2015,6,1,152,0.883
2015-06-02,2015,6,2,153,0.884
2015-06-03,2015,6,3,154,0.887
2015-06-04,2015,6,4,155,0.879
2015-06-05,2015,6,5,156,0.881
2015-06-06,2015,6,6,157,0.862
2015-06-07,2015,6,7,158,0.889
2015-06-08,2015,6,8,159,0.889
2015-06-09,2015,6,9,160,0.888
2015-06-10,2015,6,10,161,0.885
2015-06-11,2015,6,11,162,0.873
2015-06-12,2015,6,12,163,0.882
2015-06-13,2015,6,13,164,0.877
2015-06-14,2015,6,14,165,0.875
2015-06-15,2015,6,15,166,0.861
2015-06-16,2015,6,16,167,0.883
2015-06-17,2015,6,17,168,0.883
2015-06-18,2015,6,18,169,0.894
2015-06-19,2015,6,19,170,0.902
2015-06-20,2015,6,20,171,0.892
2015-06-21,2015,6,21,172,0.885
2015-06-22,2015,6,22,173,0.888
2015-06-23,2015,6,23,174,0.871
2015-06-24,2015,6,24,175,0.881
2015-06-25,2015,6,25,176,0.864
2015-06-26,2015,6,26,177,0.868
2015-06-27,2015,6,27,178,0.872
2015-06-28,2015,6,28,179,0.870
2015-06-29,2015,6,29,180,0.868
2015-06-30,2015,6,30,181,0.862
2015-07-01,2015,7,1,182,0.859
2015-07-02,2015,7,2,183,0.859
2015-07-03,2015,7,3,184,0.868
2015-07-04,2015,7,4,185,0.860
2015-07-05,2015,7,5,186,0.882
2015-07-06,2015,7,6,187,0.850
2015-07-07,2015,7,7,188,0.858
2015-07-08,2015,7,8,189,0.870
2015-07-09,2015,7,9,190,0.852
2015-07-10,2015,7,10,191,0.858
2015-07-11,2015,7,11,192,0.887
2015-07-12,2015,7,12,193,0.870
2015-07-13,2015,7,13,194,0.879
2015-07-14,2015,7,14,195,0.872
2015-07-15,2015,7,15,196,0.881
2015-07-16,2015,7,16,197,0.867
2015-07-17,2015,7,17,198,0.889
2015-07-18,2015,7,18,199,0.921
2015-07-19,2015,7,19,200,0.881
2015-07-20,2015,7,20,201,0.867
2015-07-21,2015,7,21,202,0.875
2015-07-22,2015,7,22,203,0.865
2015-07-23,2015,7,23,204,0.882
2015-07-24,2015,7,24,205,0.885
2015-07-25,2015,7,25,206,0.880
2015-07-26,2015,7,26,207,0.883
2015-07-27,2015,7,27,208,0.887
2015-07-28,2015,7,28,209,0.876
2015-07-29,2015,7,29,210,0.885
2015-07-30,2015,7,30,211,0.888
2015-07-31,2015,7,31,212,0.886
2015-08-01,2015,8,1,213,0.886
2015-08-02,2015,8,2,214,0.869
2015-08-03,2015,8,3,215,0.884
2015-08-04,2015,8,4,216,0.890
2015-08-05,2015,8,5,217,0.889
2015-08-06,2015,8,6,218,0.876
2015-08-07,2015,8,7,219,0.887
2015-08-08,2015,8,8,220,0.880
2015-08-09,2015,8,9,221,0.889
2015-08-10,2015,8,10,222,0.900
2015-08-11,2015,8,11,223,0.888
2015-08-12,2015,8,12,224,0.888
2015-08-13,2015,8,13,225,0.878
2015-08-14,2015,8,14,226,0.889
2015-08-15,2015,8,15,227,0.895
2015-08-16,2015,8,16,228,0.918
2015-08-17,2015,8,17,229,0.901
2015-08-18,2015,8,18,230,0.889
2015-08-19,2015,8,19,231,0.896
2015-08-20,2015,8,20,232,0.917
2015-08-21,2015,8,21,233,0.892
2015-08-22,2015,8,22,234,0.889
2015-08-23,2015,8,23,235,0.907
2015-08-24,2015,8,24,236,0.863
2015-08-25,2015,8,25,237,0.868
2015-08-26,2015,8,26,238,0.906
2015-08-27,2015,8,27,239,0.929
2015-08-28,2015,8,28,240,0.938
2015-08-29,2015,8,29,241,0.895
2015-08-30,2015,8,30,242,0.902
2015-08-31,2015,8,31,243,0.897
2015-09-01,2015,9,1,244,0.891
2015-09-02,2015,9,2,245,0.895
2015-09-03,2015,9,3,246,0.900
2015-09-04,2015,9,4,247,0.899
2015-09-05,2015,9,5,248,0.918
2015-09-06,2015,9,6,249,0.893
2015-09-07,2015,9,7,250,0.887
2015-09-08,2015,9,8,251,0.875
2015-09-09,2015,9,9,252,0.891
2015-09-10,2015,9,10,253,0.904
2015-09-11,2015,9,11,254,0.889
2015-09-12,2015,9,12,255,0.878
2015-09-13,2015,9,13,256,nan
2015-09-14,2015,9,14,257,nan
2015-09-15,2015,9,15,258,0.929
2015-09-16,2015,9,16,259,0.888
2015-09-17,2015,9,17,260,nan
2015-09-18,2015,9,18,261,0.861
2015-09-19,2015,9,19,262,0.921
2015-09-20,2015,9,20,263,0.895
2015-09-21,2015,9,21,264,0.893
2015-09-22,2015,9,22,265,0.890
2015-09-23,2015,9,23,266,0.908
2015-09-24,2015,9,24,267,0.868
2015-09-25,2015,9,25,268,0.873
2015-09-26,2015,9,26,269,0.881
2015-09-27,2015,9,27,270,0.902
2015-09-28,2015,9,28,271,0.867
2015-09-29,2015,9,29,272,0.888
2015-09-30,2015,9,30,273,nan
2015-10-01,2015,10,1,274,0.885
2015-10-02,2015,10,2,275,nan
2015-10-03,2015,10,3,276,nan
2015-10-04,2015,10,4,277,nan
2015-10-05,2015,10,5,278,0.887
2015-10-06,2015,10,6,279,0.957
2015-10-07,2015,10,7,280,0.882
2015-10-08,2015,10,8,281,nan
2015-10-09,2015,10,9,282,nan
2015-10-10,2015,10,10,283,nan
2015-10-11,2015,10,11,284,nan
2015-10-12,2015,10,12,285,nan
2015-10-13,2015,10,13,286,nan
2015-10-14,2015,10,14,287,nan
2015-10-15,2015,10,15,288,nan
2015-10-16,2015,10,16,289,nan
2015-10-17,2015,10,17,290,nan
2015-10-18,2015,10,18,291,0.865
2015-10-19,2015,10,19,292,0.997
2015-10-20,2015,10,20,293,nan
2015-10-21,2015,10,21,294,nan
2015-10-22,2015,10,22,295,nan
2015-10-23,2015,10,23,296,nan
2015-10-24,2015,10,24,297,nan
2015-10-25,2015,10,25,298,nan
2015-10-26,2015,10,26,299,0.847
2015-10-27,2015,10,27,300,nan
2015-10-28,2015,10,28,301,0.889
2015-10-29,2015,10,29,302,0.881
2015-10-30,2015,10,30,303,0.875
2015-10-31,2015,10,31,304,0.886
2015-11-01,2015,11,1,305,0.857
2015-11-02,2015,11,2,306,0.856
2015-11-03,2015,11,3,307,nan
2015-11-04,2015,11,4,308,nan
2015-11-05,2015,11,5,309,nan
2015-11-06,2015,11,6,310,nan
2015-11-07,2015,11,7,311,nan
2015-11-08,2015,11,8,312,nan
2015-11-09,2015,11,9,313,nan
2015-11-10,2015,11,10,314,nan
2015-11-11,2015,11,11,315,nan
2015-11-12,2015,11,12,316,0.864
2015-11-13,2015,11,13,317,0.898
2015-11-14,2015,11,14,318,nan
2015-11-15,2015,11,15,319,0.893
2015-11-16,2015,11,16,320,nan
2015-11-17,2015,11,17,321,0.905
2015-11-18,2015,11,18,322,nan
2015-11-19,2015,11,19,323,nan
2015-11-20,2015,11,20,324,nan
2015-11-21,2015,11,21,325,nan
2015-11-22,2015,11,22,326,nan
2015-11-23,2015,11,23,327,nan
2015-11-24,2015,11,24,328,nan
2015-11-25,2015,11,25,329,nan
2015-11-26,2015,11,26,330,nan
2015-11-27,2015,11,27,331,nan
2015-11-28,2015,11,28,332,nan
2015-11-29,2015,11,29,333,nan
2015-11-30,2015,11,30,334,nan
2015-12-01,2015,12,1,335,nan
2015-12-02,2015,12,2,336,nan
2015-12-03,2015,12,3,337,0.867
2015-12-04,2015,12,4,338,nan
2015-12-05,2015,12,5,339,nan
2015-12-06,2015,12,6,340,nan
2015-12-07,2015,12,7,341,nan
2015-12-08,2015,12,8,342,nan
2015-12-09,2015,12,9,343,nan
2015-12-10,2015,12,10,344,nan
2015-12-11,2015,12,11,345,nan
2015-12-12,2015,12,12,346,nan
2015-12-13,2015,12,13,347,nan
2015-12-14,2015,12,14,348,nan
2015-12-15,2015,12,15,349,nan
2015-12-16,2015,12,16,350,nan
2015-12-17,2015,12,17,351,nan
2015-12-18,2015,12,18,352,nan
2015-12-19,2015,12,19,353,nan
2015-12-20,2015,12,20,354,nan
2015-12-21,2015,12,21,355,nan
2015-12-22,2015,12,22,356,nan
2015-12-23,2015,12,23,357,nan
2015-12-24,2015,12,24,358,nan
2015-12-25,2015,12,25,359,nan
2015-12-26,2015,12,26,360,nan
2015-12-27,2015,12,27,361,nan
2015-12-28,2015,12,28,362,nan
2015-12-29,2015,12,29,363,nan
2015-12-30,2015,12,30,364,nan
2015-12-31,2015,12,31,365,nan
